nro,kid,Nimi,vuosi,vero_pro,evlut_pro,orto_pro
506,601,Pihtipudas,2022,"21,00","1,85","1,95"
507,604,Pirkkala,2022,"20,50","1,40","2,00"
508,607,Polvijärvi,2022,"20,25","1,65","1,85"
509,608,Pomarkku,2022,"21,50","1,50","2,00"
510,609,Pori,2022,"21,00","1,50","2,00"
511,611,Pornainen,2022,"20,50","1,75","1,80"
512,638,Porvoo,2022,"19,75","1,45","1,80"
513,614,Posio,2022,"21,75","1,75","2,10"
514,615,Pudasjärvi,2022,"21,00","1,50","2,10"
515,616,Pukkila,2022,"21,50","1,85","1,80"
516,619,Punkalaidun,2022,"22,00","1,80","1,75"
517,620,Puolanka,2022,"21,50","1,75","2,10"
518,623,Puumala,2022,"19,50","1,95","1,95"
519,624,Pyhtää,2022,"20,75","1,70","1,85"
520,625,Pyhäjoki,2022,"20,75","1,75","2,10"
521,626,Pyhäjärvi,2022,"21,75","1,75","2,00"
522,630,Pyhäntä,2022,"19,75","1,90","2,00"
523,631,Pyhäranta,2022,"21,75","1,90","1,75"
524,635,Pälkäne,2022,"21,50","1,80","2,00"
525,636,Pöytyä,2022,"21,25","1,75","1,75"
526,678,Raahe,2022,"21,25","1,90","2,10"
527,710,Raasepori,2022,"22,00","1,60","1,80"
528,680,Raisio,2022,"20,25","1,15","1,75"
529,681,Rantasalmi,2022,"22,00","1,60","1,95"
530,683,Ranua,2022,"19,75","1,75","2,10"
531,684,Rauma,2022,"20,50","1,40","1,75"
532,686,Rautalampi,2022,"22,50","1,85","2,00"
533,687,Rautavaara,2022,"22,00","1,75","1,85"
534,689,Rautjärvi,2022,"21,00","1,75","1,85"
535,691,Reisjärvi,2022,"22,50","1,75","2,00"
536,694,Riihimäki,2022,"20,50","1,30","1,80"
537,697,Ristijärvi,2022,"22,00","1,75","2,10"
538,698,Rovaniemi,2022,"21,50","1,40","2,10"
539,700,Ruokolahti,2022,"20,50","1,75","1,85"
540,702,Ruovesi,2022,"22,00","1,80","2,00"
541,704,Rusko,2022,"19,75","1,50","1,75"
542,707,Rääkkylä,2022,"21,50","1,80","2,00"
543,729,Saarijärvi,2022,"22,00","1,75","1,95"
544,732,Salla,2022,"20,25","1,80","2,10"
545,734,Salo,2022,"20,75","1,40","1,75"
546,736,Saltvik,2022,"18,50","1,75","1,75"
547,790,Sastamala,2022,"21,50","1,75","2,00"
548,738,Sauvo,2022,"21,50","1,50","1,75"
549,739,Savitaipale,2022,"21,50","1,75","1,85"
550,740,Savonlinna,2022,"22,00","1,60","1,95"
551,742,Savukoski,2022,"21,75","1,95","2,10"
552,743,Seinäjoki,2022,"21,00","1,65","2,00"
553,746,Sievi,2022,"21,75","1,85","2,00"
554,747,Siikainen,2022,"22,00","1,85","2,00"
555,748,Siikajoki,2022,"22,00","1,90","2,10"
556,791,Siikalatva,2022,"21,75","1,90","2,10"
557,749,Siilinjärvi,2022,"22,00","1,25","2,00"
558,751,Simo,2022,"22,00","1,65","2,10"
559,753,Sipoo,2022,"19,25","1,35","1,80"
560,755,Siuntio,2022,"21,25","1,70","1,80"
561,758,Sodankylä,2022,"21,00","1,40","2,10"
562,759,Soini,2022,"21,75","1,85","2,00"
563,761,Somero,2022,"20,50","1,65","1,80"
564,762,Sonkajärvi,2022,"21,25","1,65","2,00"
565,765,Sotkamo,2022,"19,75","1,65","2,10"
566,766,Sottunga,2022,"18,00","2,00","1,75"
567,768,Sulkava,2022,"21,00","1,95","1,95"
568,771,Sund,2022,"19,50","1,95","1,75"
569,777,Suomussalmi,2022,"21,50","1,75","2,10"
570,778,Suonenjoki,2022,"21,75","1,65","2,00"
571,781,Sysmä,2022,"19,00","1,75","1,95"
572,783,Säkylä,2022,"21,50","1,80","1,75"
573,831,Taipalsaari,2022,"21,00","1,75","1,85"
574,832,Taivalkoski,2022,"20,50","1,65","2,10"
575,833,Taivassalo,2022,"19,50","1,75","1,75"
576,834,Tammela,2022,"21,25","1,70","1,80"
577,837,Tampere,2022,"20,25","1,25","2,00"
578,844,Tervo,2022,"21,50","1,95","2,00"
579,845,Tervola,2022,"20,00","1,85","2,10"
580,846,Teuva,2022,"22,50","1,75","2,00"
581,848,Tohmajärvi,2022,"21,75","1,95","2,00"
582,849,Toholampi,2022,"21,75","2,00","2,00"
583,850,Toivakka,2022,"21,00","1,95","1,95"
584,851,Tornio,2022,"21,00","1,50","2,10"
585,853,Turku,2022,"19,50","1,25","1,75"
586,857,Tuusniemi,2022,"22,00","1,50","2,00"
587,858,Tuusula,2022,"19,75","1,45","1,80"
588,859,Tyrnävä,2022,"22,00","1,90","2,10"
589,886,Ulvila,2022,"21,50","1,70","2,00"
590,887,Urjala,2022,"22,00","1,80","1,80"
591,889,Utajärvi,2022,"20,50","1,95","2,10"
592,890,Utsjoki,2022,"21,00","1,90","2,10"
593,892,Uurainen,2022,"21,50","1,95","1,95"
594,893,Uusikaarlepyy,2022,"21,25","1,90","2,00"
595,895,Uusikaupunki,2022,"20,75","1,50","1,75"
596,785,Vaala,2022,"21,00","1,85","2,10"
597,905,Vaasa,2022,"21,00","1,40","2,00"
598,908,Valkeakoski,2022,"20,25","1,65","2,00"
599,092,Vantaa,2022,"19,00","1,00","1,80"
600,915,Varkaus,2022,"21,00","1,45","1,95"
601,918,Vehmaa,2022,"22,25","1,85","1,75"
602,921,Vesanto,2022,"21,75","1,95","2,00"
603,922,Vesilahti,2022,"22,00","1,75","2,00"
604,924,Veteli,2022,"22,50","1,90","2,00"
605,925,Vieremä,2022,"21,00","1,80","2,00"
606,927,Vihti,2022,"20,50","1,50","1,80"
607,931,Viitasaari,2022,"21,00","1,85","1,95"
608,934,Vimpeli,2022,"22,25","1,75","2,00"
609,935,Virolahti,2022,"21,50","1,60","1,85"
610,936,Virrat,2022,"21,25","1,70","2,00"
611,941,Vårdö,2022,"19,00","1,95","1,75"
612,946,Vöyri,2022,"21,50","1,95","2,00"
613,976,Ylitornio,2022,"20,00","1,50","2,10"
614,977,Ylivieska,2022,"23,00","1,75","2,00"
615,980,Ylöjärvi,2022,"20,50","1,70","2,00"
616,981,Ypäjä,2022,"22,00","1,90","1,80"
617,989,Ähtäri,2022,"22,50","1,75","2,00"
618,992,Äänekoski,2022,"21,50","1,65","1,95"
619,020,Akaa,2021,"22,25","1,70","2,00"
620,005,Alajärvi,2021,"21,75","1,75","2,00"
621,009,Alavieska,2021,"22,00","1,80","2,10"
622,010,Alavus,2021,"21,25","1,75","2,00"
623,016,Asikkala,2021,"20,75","1,75","1,80"
624,018,Askola,2021,"21,50","1,75","1,80"
625,019,Aura,2021,"21,50","1,35","1,75"
626,035,Brändö,2021,"17,75","2,00","1,75"
627,043,Eckerö,2021,"19,00","2,00","1,75"
628,046,Enonkoski,2021,"21,00","1,60","1,95"
629,047,Enontekiö,2021,"21,25","1,75","2,20"
630,049,Espoo,2021,"18,00","1,00","1,80"
631,050,Eura,2021,"21,00","1,50","1,75"
632,051,Eurajoki,2021,"18,00","1,60","2,00"
633,052,Evijärvi,2021,"22,50","1,75","2,00"
634,060,Finström,2021,"19,50","1,95","1,75"
635,061,Forssa,2021,"20,50","1,40","1,80"
636,062,Föglö,2021,"17,50","2,00","1,75"
637,065,Geta,2021,"18,50","1,95","1,75"
638,069,Haapajärvi,2021,"22,50","1,75","2,00"
639,071,Haapavesi,2021,"22,00","1,80","2,00"
640,072,Hailuoto,2021,"20,50","1,80","2,10"
641,074,Halsua,2021,"23,50","1,70","2,00"
642,075,Hamina,2021,"21,00","1,60","1,85"
643,076,Hammarland,2021,"18,00","1,80","1,75"
644,077,Hankasalmi,2021,"22,00","1,95","2,00"
645,078,Hanko,2021,"21,75","1,60","1,80"
646,079,Harjavalta,2021,"21,50","1,75","1,75"
647,081,Hartola,2021,"21,50","1,75","1,95"
648,082,Hattula,2021,"20,75","1,50","1,80"
649,086,Hausjärvi,2021,"21,50","1,75","1,80"
650,111,Heinola,2021,"20,50","1,50","1,80"
651,090,Heinävesi,2021,"21,00","1,80","1,95"
652,091,Helsinki,2021,"18,00","1,00","1,80"
653,097,Hirvensalmi,2021,"20,00","1,75","1,95"
654,098,Hollola,2021,"21,00","1,75","1,80"
655,102,Huittinen,2021,"21,00","1,60","1,75"
656,103,Humppila,2021,"22,00","1,90","1,80"
657,105,Hyrynsalmi,2021,"21,75","1,75","1,95"
658,106,Hyvinkää,2021,"20,25","1,25","1,80"
659,108,Hämeenkyrö,2021,"22,00","1,70","2,00"
660,109,Hämeenlinna,2021,"21,00","1,30","1,80"
661,139,Ii,2021,"21,50","1,50","2,10"
662,140,Iisalmi,2021,"20,50","1,65","2,00"
663,142,Iitti,2021,"21,25","1,65","1,80"
664,143,Ikaalinen,2021,"22,00","1,85","2,00"
665,145,Ilmajoki,2021,"21,00","1,75","2,00"
666,146,Ilomantsi,2021,"21,00","1,60","2,00"
667,153,Imatra,2021,"20,00","1,65","1,85"
668,148,Inari,2021,"19,00","1,90","2,20"
669,149,Inkoo,2021,"20,75","1,75","1,80"
670,151,Isojoki,2021,"22,50","1,75","2,00"
671,152,Isokyrö,2021,"21,50","1,75","2,00"
672,165,Janakkala,2021,"21,00","1,45","1,80"
673,167,Joensuu,2021,"20,50","1,55","2,00"
674,169,Jokioinen,2021,"21,25","1,85","1,80"
675,170,Jomala,2021,"16,50","1,50","1,75"
676,171,Joroinen,2021,"21,25","1,70","1,95"
677,172,Joutsa,2021,"21,00","2,00","1,95"
678,176,Juuka,2021,"20,75","1,70","1,85"
679,177,Juupajoki,2021,"21,00","1,75","2,00"
680,178,Juva,2021,"20,75","1,65","1,95"
681,179,Jyväskylä,2021,"20,00","1,45","1,95"
682,181,Jämijärvi,2021,"22,50","1,80","2,00"
683,182,Jämsä,2021,"21,00","1,60","2,00"
684,186,Järvenpää,2021,"20,25","1,25","1,80"
685,202,Kaarina,2021,"20,25","1,25","1,75"
686,204,Kaavi,2021,"22,00","1,50","2,00"
687,205,Kajaani,2021,"21,00","1,65","1,95"
688,208,Kalajoki,2021,"21,00","1,75","2,10"
689,211,Kangasala,2021,"21,00","1,40","2,00"
690,213,Kangasniemi,2021,"21,50","1,70","1,95"
691,214,Kankaanpää,2021,"21,75","1,80","2,00"
692,216,Kannonkoski,2021,"21,50","1,75","1,95"
693,217,Kannus,2021,"21,50","1,60","2,00"
694,218,Karijoki,2021,"22,50","2,00","2,00"
695,224,Karkkila,2021,"21,25","1,50","1,80"
696,226,Karstula,2021,"21,50","1,85","1,95"
697,230,Karvia,2021,"20,50","1,95","2,00"
698,231,Kaskinen,2021,"22,00","1,85","2,00"
699,232,Kauhajoki,2021,"22,00","1,90","2,00"
700,233,Kauhava,2021,"21,75","1,75","2,00"
701,235,Kauniainen,2021,"17,00","1,00","1,80"
702,236,Kaustinen,2021,"22,00","1,70","2,00"
703,239,Keitele,2021,"20,50","1,65","2,00"
704,240,Kemi,2021,"21,75","1,50","2,10"
705,320,Kemijärvi,2021,"21,50","1,75","2,20"
706,241,Keminmaa,2021,"21,25","1,40","2,10"
707,322,Kemiönsaari,2021,"19,75","2,00","1,75"
708,244,Kempele,2021,"20,50","1,45","2,10"
709,245,Kerava,2021,"19,25","1,25","1,80"
710,249,Keuruu,2021,"21,50","1,80","1,95"
711,250,Kihniö,2021,"21,50","2,00","2,00"
712,256,Kinnula,2021,"21,50","1,85","1,95"
713,257,Kirkkonummi,2021,"19,75","1,25","1,80"
714,260,Kitee,2021,"20,75","1,80","2,00"
715,261,Kittilä,2021,"20,25","1,50","2,20"
716,263,Kiuruvesi,2021,"21,75","1,50","2,00"
717,265,Kivijärvi,2021,"21,75","1,75","1,95"
718,271,Kokemäki,2021,"21,75","1,75","1,75"
719,272,Kokkola,2021,"21,50","1,70","2,00"
720,273,Kolari,2021,"20,00","1,50","2,20"
721,275,Konnevesi,2021,"22,00","1,90","2,00"
722,276,Kontiolahti,2021,"20,50","1,50","2,00"
723,280,Korsnäs,2021,"21,50","1,85","2,00"
724,284,Koski Tl,2021,"20,00","1,90","1,75"
725,285,Kotka,2021,"21,50","1,50","1,85"
726,286,Kouvola,2021,"21,25","1,60","1,85"
727,287,Kristiinankaupunki,2021,"21,50","2,00","2,00"
728,288,Kruunupyy,2021,"22,00","2,00","2,00"
729,290,Kuhmo,2021,"22,00","1,75","1,95"
730,291,Kuhmoinen,2021,"21,75","1,75","2,00"
731,295,Kumlinge,2021,"18,50","2,00","1,75"
732,297,Kuopio,2021,"20,75","1,50","2,00"
733,300,Kuortane,2021,"21,00","1,85","2,00"
734,301,Kurikka,2021,"21,00","1,75","2,00"
735,304,Kustavi,2021,"18,25","1,85","1,75"
736,305,Kuusamo,2021,"20,00","1,60","2,10"
737,312,Kyyjärvi,2021,"22,50","2,00","1,95"
738,316,Kärkölä,2021,"22,00","1,75","1,80"
739,317,Kärsämäki,2021,"21,50","1,80","2,00"
740,318,Kökar,2021,"19,75","2,00","1,75"
741,398,Lahti,2021,"20,75","1,50","1,80"
742,399,Laihia,2021,"21,75","1,50","2,00"
743,400,Laitila,2021,"20,75","1,60","1,75"
744,407,Lapinjärvi,2021,"21,50","1,65","1,85"
745,402,Lapinlahti,2021,"21,25","1,65","2,00"
746,403,Lappajärvi,2021,"22,00","1,75","2,00"
747,405,Lappeenranta,2021,"21,00","1,45","1,85"
748,408,Lapua,2021,"21,50","1,75","2,00"
749,410,Laukaa,2021,"21,50","1,65","1,95"
750,416,Lemi,2021,"22,00","1,75","1,85"
751,417,Lemland,2021,"17,00","1,70","1,75"
752,418,Lempäälä,2021,"20,50","1,45","2,00"
753,420,Leppävirta,2021,"21,00","1,65","1,95"
754,421,Lestijärvi,2021,"21,00","2,00","2,00"
755,422,Lieksa,2021,"21,00","1,60","2,00"
756,423,Lieto,2021,"19,75","1,35","1,75"
757,425,Liminka,2021,"21,50","1,70","2,10"
758,426,Liperi,2021,"21,50","1,60","1,85"
759,444,Lohja,2021,"20,50","1,50","1,80"
760,430,Loimaa,2021,"21,00","1,60","1,75"
761,433,Loppi,2021,"21,50","1,75","1,80"
762,434,Loviisa,2021,"20,25","1,65","1,85"
763,435,Luhanka,2021,"18,50","2,00","1,95"
764,436,Lumijoki,2021,"21,00","1,95","2,10"
765,438,Lumparland,2021,"19,50","1,70","1,75"
766,440,Luoto,2021,"20,00","1,90","2,00"
767,441,Luumäki,2021,"20,50","1,70","1,85"
768,475,Maalahti,2021,"21,50","1,90","2,00"
769,478,Maarianhamina,2021,"17,25","1,55","1,75"
770,480,Marttila,2021,"20,75","1,90","1,75"
771,481,Masku,2021,"20,75","1,60","1,75"
772,483,Merijärvi,2021,"22,50","1,75","2,10"
773,484,Merikarvia,2021,"20,50","1,90","2,00"
774,489,Miehikkälä,2021,"20,50","1,60","1,85"
775,491,Mikkeli,2021,"22,00","1,50","1,95"
776,494,Muhos,2021,"21,50","1,60","2,10"
777,495,Multia,2021,"22,00","1,95","1,95"
778,498,Muonio,2021,"21,50","1,75","2,20"
779,499,Mustasaari,2021,"20,75","1,85","2,00"
780,500,Muurame,2021,"19,50","1,55","1,95"
781,503,Mynämäki,2021,"21,25","1,75","1,75"
782,504,Myrskylä,2021,"21,50","1,85","1,85"
783,505,Mäntsälä,2021,"21,00","1,25","1,80"
784,508,Mänttä-Vilppula,2021,"22,50","1,80","2,00"
785,507,Mäntyharju,2021,"20,75","1,90","1,95"
786,529,Naantali,2021,"19,00","1,35","1,75"
787,531,Nakkila,2021,"21,25","1,75","2,00"
788,535,Nivala,2021,"22,00","1,75","2,00"
789,536,Nokia,2021,"21,00","1,60","2,00"
790,538,Nousiainen,2021,"21,50","1,55","1,75"
791,541,Nurmes,2021,"20,50","1,75","1,85"
792,543,Nurmijärvi,2021,"19,75","1,45","1,80"
793,545,Närpiö,2021,"21,00","1,50","2,00"
794,560,Orimattila,2021,"21,25","1,80","1,80"
795,561,Oripää,2021,"21,00","1,75","1,75"
796,562,Orivesi,2021,"22,00","1,75","2,00"
797,563,Oulainen,2021,"22,00","1,75","2,10"
798,564,Oulu,2021,"20,50","1,30","2,10"
799,309,Outokumpu,2021,"21,50","1,65","1,85"
800,576,Padasjoki,2021,"21,00","1,75","1,80"
801,577,Paimio,2021,"20,75","1,50","1,75"
802,578,Paltamo,2021,"22,00","1,75","1,95"
803,445,Parainen,2021,"20,50","1,50","1,75"
804,580,Parikkala,2021,"20,50","1,75","1,85"
805,581,Parkano,2021,"22,00","1,75","2,00"
806,599,Pedersören kunta,2021,"21,00","1,80","2,00"
807,583,Pelkosenniemi,2021,"22,25","1,95","2,20"
808,854,Pello,2021,"21,25","1,60","2,20"
809,584,Perho,2021,"21,50","1,90","2,00"
810,588,Pertunmaa,2021,"21,50","1,90","1,95"
811,592,Petäjävesi,2021,"21,75","1,90","1,95"
812,593,Pieksämäki,2021,"22,00","1,50","1,95"
813,595,Pielavesi,2021,"21,75","1,65","2,00"
814,598,Pietarsaari,2021,"21,25","1,80","2,00"
815,601,Pihtipudas,2021,"21,00","1,85","1,95"
816,604,Pirkkala,2021,"20,50","1,40","2,00"
817,607,Polvijärvi,2021,"20,25","1,65","1,85"
818,608,Pomarkku,2021,"21,50","1,50","2,00"
819,609,Pori,2021,"21,00","1,50","2,00"
820,611,Pornainen,2021,"20,50","1,75","1,80"
821,638,Porvoo,2021,"19,75","1,45","1,80"
822,614,Posio,2021,"21,75","1,75","2,20"
823,615,Pudasjärvi,2021,"21,00","1,50","2,10"
824,616,Pukkila,2021,"21,50","1,85","1,80"
825,619,Punkalaidun,2021,"22,00","1,80","1,75"
826,620,Puolanka,2021,"21,50","1,75","1,95"
827,623,Puumala,2021,"19,50","1,95","1,95"
828,624,Pyhtää,2021,"20,75","1,70","1,85"
829,625,Pyhäjoki,2021,"20,75","1,75","2,10"
830,626,Pyhäjärvi,2021,"21,75","1,75","2,00"
831,630,Pyhäntä,2021,"19,75","1,90","2,00"
832,631,Pyhäranta,2021,"21,75","1,90","1,75"
833,635,Pälkäne,2021,"21,50","1,80","2,00"
834,636,Pöytyä,2021,"21,25","1,75","1,75"
835,678,Raahe,2021,"21,25","1,90","2,10"
836,710,Raasepori,2021,"22,00","1,60","1,80"
837,680,Raisio,2021,"20,25","1,15","1,75"
838,681,Rantasalmi,2021,"22,00","1,60","1,95"
839,683,Ranua,2021,"19,75","1,75","2,20"
840,684,Rauma,2021,"21,00","1,40","1,75"
841,686,Rautalampi,2021,"22,00","1,85","2,00"
842,687,Rautavaara,2021,"22,00","1,75","1,85"
843,689,Rautjärvi,2021,"21,00","1,75","1,85"
844,691,Reisjärvi,2021,"22,50","1,75","2,00"
845,694,Riihimäki,2021,"20,50","1,30","1,80"
846,697,Ristijärvi,2021,"21,50","1,75","1,95"
847,698,Rovaniemi,2021,"21,50","1,30","2,20"
848,700,Ruokolahti,2021,"20,50","1,75","1,85"
849,702,Ruovesi,2021,"22,00","1,80","2,00"
850,704,Rusko,2021,"19,75","1,50","1,75"
851,707,Rääkkylä,2021,"21,50","1,80","2,00"
852,729,Saarijärvi,2021,"22,00","1,75","1,95"
853,732,Salla,2021,"20,25","1,80","2,20"
854,734,Salo,2021,"20,75","1,40","1,75"
855,736,Saltvik,2021,"18,50","1,75","1,75"
856,790,Sastamala,2021,"21,50","1,75","2,00"
857,738,Sauvo,2021,"21,50","1,50","1,75"
858,739,Savitaipale,2021,"21,50","1,75","1,85"
859,740,Savonlinna,2021,"22,75","1,60","1,95"
860,742,Savukoski,2021,"21,75","1,95","2,20"
861,743,Seinäjoki,2021,"21,00","1,65","2,00"
862,746,Sievi,2021,"21,75","1,85","2,00"
863,747,Siikainen,2021,"22,00","1,85","2,00"
864,748,Siikajoki,2021,"22,00","1,90","2,10"
865,791,Siikalatva,2021,"22,00","1,90","2,10"
866,749,Siilinjärvi,2021,"22,00","1,25","2,00"
867,751,Simo,2021,"22,00","1,65","2,10"
868,753,Sipoo,2021,"19,25","1,35","1,80"
869,755,Siuntio,2021,"21,50","1,70","1,80"
870,758,Sodankylä,2021,"21,00","1,40","2,20"
871,759,Soini,2021,"21,75","1,85","2,00"
872,761,Somero,2021,"20,50","1,65","1,80"
873,762,Sonkajärvi,2021,"21,25","1,65","2,00"
874,765,Sotkamo,2021,"19,75","1,65","1,95"
875,766,Sottunga,2021,"18,00","2,00","1,75"
876,768,Sulkava,2021,"21,00","1,95","1,95"
877,771,Sund,2021,"19,50","2,00","1,75"
878,777,Suomussalmi,2021,"21,50","1,75","1,95"
879,778,Suonenjoki,2021,"21,75","1,65","2,00"
880,781,Sysmä,2021,"19,00","1,75","1,95"
881,783,Säkylä,2021,"21,50","1,80","1,75"
882,831,Taipalsaari,2021,"21,00","1,75","1,85"
883,832,Taivalkoski,2021,"20,50","1,65","2,10"
884,833,Taivassalo,2021,"20,50","1,75","1,75"
885,834,Tammela,2021,"21,25","1,70","1,80"
886,837,Tampere,2021,"20,25","1,25","2,00"
887,844,Tervo,2021,"21,50","1,95","2,00"
888,845,Tervola,2021,"20,00","1,85","2,10"
889,846,Teuva,2021,"22,50","1,75","2,00"
890,848,Tohmajärvi,2021,"21,75","1,95","2,00"
891,849,Toholampi,2021,"21,75","2,00","2,00"
892,850,Toivakka,2021,"21,00","1,95","1,95"
893,851,Tornio,2021,"21,00","1,50","2,10"
894,853,Turku,2021,"19,50","1,25","1,75"
895,857,Tuusniemi,2021,"22,00","1,50","2,00"
896,858,Tuusula,2021,"19,75","1,45","1,80"
897,859,Tyrnävä,2021,"22,00","1,90","2,10"
898,886,Ulvila,2021,"21,50","1,70","2,00"
899,887,Urjala,2021,"22,00","1,80","1,80"
900,889,Utajärvi,2021,"20,50","1,95","2,10"
901,890,Utsjoki,2021,"21,00","1,90","2,20"
902,892,Uurainen,2021,"21,50","1,95","1,95"
903,893,Uusikaarlepyy,2021,"21,25","1,90","2,00"
904,895,Uusikaupunki,2021,"20,75","1,50","1,75"
905,785,Vaala,2021,"21,50","1,85","1,95"
906,905,Vaasa,2021,"21,00","1,40","2,00"
907,908,Valkeakoski,2021,"20,25","1,65","2,00"
908,092,Vantaa,2021,"19,00","1,00","1,80"
909,915,Varkaus,2021,"21,00","1,45","1,95"
910,918,Vehmaa,2021,"22,25","1,85","1,75"
911,921,Vesanto,2021,"22,00","1,95","2,00"
912,922,Vesilahti,2021,"22,00","1,75","2,00"
913,924,Veteli,2021,"22,50","1,90","2,00"
914,925,Vieremä,2021,"21,00","1,80","2,00"
915,927,Vihti,2021,"20,50","1,50","1,80"
916,931,Viitasaari,2021,"21,00","1,85","1,95"
917,934,Vimpeli,2021,"22,25","1,75","2,00"
918,935,Virolahti,2021,"20,50","1,60","1,85"
919,936,Virrat,2021,"21,25","1,70","2,00"
920,941,Vårdö,2021,"19,00","2,00","1,75"
921,946,Vöyri,2021,"21,50","1,95","2,00"
922,976,Ylitornio,2021,"20,00","1,50","2,20"
923,977,Ylivieska,2021,"23,00","1,75","2,00"
924,980,Ylöjärvi,2021,"20,50","1,70","2,00"
925,981,Ypäjä,2021,"22,00","1,90","1,80"
926,989,Ähtäri,2021,"22,50","1,80","2,00"
927,992,Äänekoski,2021,"21,50","1,65","1,95"
928,020,Akaa,2020,"22,25","1,70","2,00"
929,005,Alajärvi,2020,"21,75","1,75","2,10"
930,009,Alavieska,2020,"22,00","1,80","2,10"
931,010,Alavus,2020,"21,25","1,75","2,10"
932,016,Asikkala,2020,"20,75","1,75","1,90"
933,018,Askola,2020,"21,50","1,75","1,80"
934,019,Aura,2020,"21,50","1,60","1,75"
935,035,Brändö,2020,"16,75","2,00","1,75"
936,043,Eckerö,2020,"18,50","2,00","1,75"
937,046,Enonkoski,2020,"21,00","1,60","1,95"
938,047,Enontekiö,2020,"21,25","1,75","2,20"
939,049,Espoo,2020,"18,00","1,00","1,80"
940,050,Eura,2020,"21,00","1,50","1,75"
941,051,Eurajoki,2020,"18,00","1,60","2,00"
942,052,Evijärvi,2020,"21,50","1,75","2,10"
943,060,Finström,2020,"18,50","1,95","1,75"
944,061,Forssa,2020,"20,50","1,40","2,00"
945,062,Föglö,2020,"17,50","2,00","1,75"
946,065,Geta,2020,"18,50","1,95","1,75"
947,069,Haapajärvi,2020,"22,50","1,75","2,10"
948,071,Haapavesi,2020,"22,00","1,80","2,10"
949,072,Hailuoto,2020,"20,50","1,80","2,10"
950,074,Halsua,2020,"23,50","1,70","2,10"
951,075,Hamina,2020,"21,00","1,60","1,95"
952,076,Hammarland,2020,"17,25","1,80","1,75"
953,077,Hankasalmi,2020,"22,00","1,95","2,00"
954,078,Hanko,2020,"21,75","1,60","1,80"
955,079,Harjavalta,2020,"21,50","1,75","1,75"
956,081,Hartola,2020,"21,50","1,75","1,95"
957,082,Hattula,2020,"20,75","1,50","2,00"
958,086,Hausjärvi,2020,"21,50","1,75","1,90"
959,111,Heinola,2020,"20,50","1,50","1,90"
960,090,Heinävesi,2020,"21,00","1,80","1,95"
961,091,Helsinki,2020,"18,00","1,00","1,80"
962,097,Hirvensalmi,2020,"20,00","1,75","1,95"
963,098,Hollola,2020,"21,00","1,75","1,90"
964,102,Huittinen,2020,"21,00","1,60","1,75"
965,103,Humppila,2020,"22,00","1,90","2,00"
966,105,Hyrynsalmi,2020,"21,75","1,75","1,95"
967,106,Hyvinkää,2020,"19,75","1,25","1,90"
968,108,Hämeenkyrö,2020,"22,00","1,70","2,00"
969,109,Hämeenlinna,2020,"21,00","1,30","2,00"
970,139,Ii,2020,"21,25","1,50","2,10"
971,140,Iisalmi,2020,"20,50","1,65","2,10"
972,142,Iitti,2020,"21,25","1,65","1,90"
973,143,Ikaalinen,2020,"22,00","1,85","2,00"
974,145,Ilmajoki,2020,"21,00","1,75","2,10"
975,146,Ilomantsi,2020,"21,00","1,60","2,00"
976,153,Imatra,2020,"20,00","1,65","1,85"
977,148,Inari,2020,"19,00","1,75","2,20"
978,149,Inkoo,2020,"20,75","1,75","1,80"
979,151,Isojoki,2020,"22,00","1,75","2,10"
980,152,Isokyrö,2020,"21,50","1,75","2,10"
981,165,Janakkala,2020,"21,00","1,45","2,00"
982,167,Joensuu,2020,"20,50","1,55","1,90"
983,169,Jokioinen,2020,"21,25","1,85","2,00"
984,170,Jomala,2020,"16,50","1,50","1,75"
985,171,Joroinen,2020,"21,25","1,70","1,95"
986,172,Joutsa,2020,"21,00","1,90","1,95"
987,176,Juuka,2020,"20,75","1,70","1,95"
988,177,Juupajoki,2020,"21,00","1,75","2,00"
989,178,Juva,2020,"20,75","1,65","1,95"
990,179,Jyväskylä,2020,"20,00","1,45","1,95"
991,181,Jämijärvi,2020,"22,50","1,80","2,00"
992,182,Jämsä,2020,"21,00","1,60","2,00"
993,186,Järvenpää,2020,"19,75","1,25","1,80"
994,202,Kaarina,2020,"19,75","1,25","1,75"
995,204,Kaavi,2020,"22,00","1,50","2,00"
996,205,Kajaani,2020,"21,00","1,65","1,95"
997,208,Kalajoki,2020,"21,00","1,75","2,10"
998,211,Kangasala,2020,"21,00","1,40","2,00"
999,213,Kangasniemi,2020,"21,50","1,70","1,95"
1000,214,Kankaanpää,2020,"21,75","1,80","2,00"
1001,216,Kannonkoski,2020,"21,00","1,75","1,95"
1002,217,Kannus,2020,"21,50","1,60","2,10"
1003,218,Karijoki,2020,"22,00","2,00","2,10"
1004,224,Karkkila,2020,"20,75","1,50","1,80"
1005,226,Karstula,2020,"21,50","1,85","1,95"
1006,230,Karvia,2020,"20,50","1,85","2,00"
1007,231,Kaskinen,2020,"22,00","1,85","2,10"
